status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,adverse_target,profile_group_id
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (new),2002,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,building society savings agreement/life insurance,30,none,rent,1,skilled employee/official,2,yes,yes,1,0,16528495869485698844
... < 100 DM,24,all credits at this bank paid back duly,radio/television,6872,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,building society savings agreement/life insurance,55,bank,own,1,skilled employee/official,1,yes,yes,0,1,8280602837815894794
... < 100 DM,12,all credits at this bank paid back duly,car (new),697,... < 100 DM,... < 1 year,4,male : single,none,2,car or other,46,bank,own,2,skilled employee/official,1,yes,yes,0,1,16961998382666152533
... < 100 DM,18,critical account/other credits existing,radio/television,1049,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,21,none,rent,1,skilled employee/official,1,no,yes,1,0,8457715157734658911
... < 100 DM,48,existing credits paid back duly till now,car (used),10297,... < 100 DM,4 <= ... < 7 years,4,male : single,none,4,unknown/no property,39,stores,for free,3,skilled employee/official,2,yes,yes,0,1,16381459425481354835
no checking account,30,existing credits paid back duly till now,domestic appliances,1867,unknown/no savings account,... >= 7 years,4,male : single,none,4,car or other,58,none,own,1,skilled employee/official,1,yes,yes,1,0,1721952578101415207
... < 100 DM,12,delay in paying off in the past,car (new),1344,... < 100 DM,1 <= ... < 4 years,4,male : single,none,2,real estate,43,none,own,2,unskilled - resident,2,no,yes,1,0,15582049069550365941
... < 100 DM,24,existing credits paid back duly till now,radio/television,1747,... < 100 DM,... < 1 year,4,male : single,co-applicant,1,building society savings agreement/life insurance,24,none,own,1,unskilled - resident,1,no,no,1,0,5103817370831012372
0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1670,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,2,car or other,22,none,own,1,skilled employee/official,1,yes,yes,0,1,5486264365544597896
no checking account,9,critical account/other credits existing,car (new),1224,... < 100 DM,1 <= ... < 4 years,3,male : single,none,1,real estate,30,none,own,2,skilled employee/official,1,no,yes,1,0,14450437691183795357
no checking account,12,critical account/other credits existing,domestic appliances,522,500 <= ... < 1000 DM,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,42,none,own,2,skilled employee/official,2,yes,yes,1,0,1921513467048855257
... < 100 DM,12,existing credits paid back duly till now,domestic appliances,1498,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,23,bank,own,1,skilled employee/official,1,no,yes,1,0,6401136361836058018
0 <= ... < 200 DM,30,delay in paying off in the past,domestic appliances,1919,100 <= ... < 500 DM,... < 1 year,4,male : single,none,3,unknown/no property,30,stores,own,2,management/self-employed/highly qualified employee/officer,1,no,yes,0,1,664384822273436931
... >= 200 DM / salary for at least 1 year,9,existing credits paid back duly till now,domestic appliances,745,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,real estate,28,none,own,1,unskilled - resident,1,no,yes,0,1,1047535658368582837
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,2063,... < 100 DM,... < 1 year,4,male : married/widowed,none,3,car or other,30,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,14407136216268000182
0 <= ... < 200 DM,60,existing credits paid back duly till now,retraining,6288,... < 100 DM,1 <= ... < 4 years,4,male : single,none,4,unknown/no property,42,none,for free,1,skilled employee/official,1,no,yes,0,1,18007276937931055681
no checking account,24,critical account/other credits existing,car (used),6842,unknown/no savings account,1 <= ... < 4 years,2,male : single,none,4,building society savings agreement/life insurance,46,none,own,2,management/self-employed/highly qualified employee/officer,2,yes,yes,1,0,8722112900732509805
no checking account,12,existing credits paid back duly till now,car (new),3527,unknown/no savings account,... < 1 year,2,male : single,none,3,building society savings agreement/life insurance,45,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,1,0,17868148396631361321
no checking account,10,existing credits paid back duly till now,car (new),1546,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,31,none,own,1,unskilled - resident,2,no,no,1,0,277227468765944467
no checking account,24,existing credits paid back duly till now,radio/television,929,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,2,car or other,31,stores,own,1,skilled employee/official,1,yes,yes,1,0,7556031966594980332
no checking account,4,critical account/other credits existing,car (new),1455,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,3,unskilled - resident,2,no,yes,1,0,4506168514020819966
... < 100 DM,15,existing credits paid back duly till now,radio/television,1845,... < 100 DM,... < 1 year,4,female : divorced/separated/married,guarantor,1,building society savings agreement/life insurance,46,none,rent,1,skilled employee/official,1,no,yes,1,0,14970083322033507091
0 <= ... < 200 DM,48,no credits taken/all credits paid back duly,car (new),8358,500 <= ... < 1000 DM,... < 1 year,1,female : divorced/separated/married,none,1,car or other,30,none,own,2,skilled employee/official,1,no,yes,1,0,9158965406993736246
... < 100 DM,24,all credits at this bank paid back duly,radio/television,3349,500 <= ... < 1000 DM,... < 1 year,4,male : single,none,4,unknown/no property,30,none,for free,1,skilled employee/official,2,yes,yes,0,1,6125286275372413971
no checking account,12,existing credits paid back duly till now,car (new),2859,unknown/no savings account,unemployed,4,male : single,none,4,unknown/no property,38,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,15614533451899841366
no checking account,18,existing credits paid back duly till now,radio/television,1533,... < 100 DM,... < 1 year,4,male : married/widowed,co-applicant,1,building society savings agreement/life insurance,43,none,own,1,unskilled - resident,2,no,yes,0,1,5493191680860550653
no checking account,24,existing credits paid back duly till now,domestic appliances,3621,100 <= ... < 500 DM,... >= 7 years,2,male : single,none,4,car or other,31,none,own,2,skilled employee/official,1,no,yes,0,1,5992727663463714623
0 <= ... < 200 DM,18,critical account/other credits existing,others,3590,... < 100 DM,unemployed,3,male : married/widowed,none,3,car or other,40,none,own,3,unemployed/unskilled - non-resident,2,yes,yes,1,0,6691831645506242590
... < 100 DM,36,delay in paying off in the past,others,2145,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,car or other,24,none,own,2,skilled employee/official,1,yes,yes,0,1,18363991127232202041
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,500 <= ... < 1000 DM,... < 1 year,3,female : divorced/separated/married,none,4,car or other,28,none,rent,1,skilled employee/official,1,no,yes,0,1,1147868781936873311
no checking account,36,existing credits paid back duly till now,radio/television,10974,... < 100 DM,unemployed,4,female : divorced/separated/married,none,2,car or other,26,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,1,3570457168173237364
... < 100 DM,12,existing credits paid back duly till now,car (new),1893,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,building society savings agreement/life insurance,29,none,own,1,skilled employee/official,1,yes,yes,1,0,6771664722050688497
... < 100 DM,24,critical account/other credits existing,domestic appliances,1231,... >= 1000 DM,... >= 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,57,none,rent,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,3949408479139436142
... >= 200 DM / salary for at least 1 year,30,critical account/other credits existing,domestic appliances,3656,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,49,stores,own,2,unskilled - resident,1,no,yes,1,0,2560622488176718592
0 <= ... < 200 DM,9,critical account/other credits existing,domestic appliances,1154,... < 100 DM,... >= 7 years,2,male : single,none,4,real estate,37,none,own,3,unskilled - resident,1,no,yes,1,0,9386535496287663706
... < 100 DM,28,existing credits paid back duly till now,car (new),4006,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,car or other,45,none,own,1,unskilled - resident,1,no,yes,0,1,3431421778165631956
0 <= ... < 200 DM,24,existing credits paid back duly till now,radio/television,3069,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,4,unknown/no property,30,none,for free,1,skilled employee/official,1,no,yes,1,0,12675853134743909509
no checking account,6,critical account/other credits existing,domestic appliances,1740,... < 100 DM,... >= 7 years,2,male : married/widowed,none,2,real estate,30,none,rent,2,skilled employee/official,1,no,yes,1,0,2628887870299703099
0 <= ... < 200 DM,21,delay in paying off in the past,car (new),2353,... < 100 DM,1 <= ... < 4 years,1,male : divorced/separated,none,4,building society savings agreement/life insurance,47,none,own,2,skilled employee/official,1,no,yes,1,0,12204711203758759143
no checking account,15,existing credits paid back duly till now,car (new),3556,unknown/no savings account,1 <= ... < 4 years,3,male : single,none,2,unknown/no property,29,none,own,1,skilled employee/official,1,no,yes,1,0,16897105450321596998
no checking account,24,existing credits paid back duly till now,domestic appliances,2397,500 <= ... < 1000 DM,... >= 7 years,3,male : single,none,2,car or other,35,bank,own,2,skilled employee/official,1,yes,yes,0,1,12384028236968848920
0 <= ... < 200 DM,6,existing credits paid back duly till now,education,454,... < 100 DM,... < 1 year,3,male : married/widowed,none,1,building society savings agreement/life insurance,22,none,own,1,unskilled - resident,1,no,yes,1,0,15261146567608201163
0 <= ... < 200 DM,30,existing credits paid back duly till now,domestic appliances,1715,unknown/no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,car or other,26,none,own,1,skilled employee/official,1,no,yes,1,0,1113141408169685038
0 <= ... < 200 DM,27,critical account/other credits existing,domestic appliances,2520,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,23,none,own,2,unskilled - resident,1,no,yes,0,1,10830348460083247827
no checking account,15,existing credits paid back duly till now,domestic appliances,3568,... < 100 DM,... >= 7 years,4,female : divorced/separated/married,none,2,car or other,54,bank,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,0,15394989953049484253
no checking account,42,existing credits paid back duly till now,domestic appliances,7166,unknown/no savings account,4 <= ... < 7 years,2,male : married/widowed,none,4,building society savings agreement/life insurance,29,none,rent,1,skilled employee/official,1,yes,yes,1,0,11862718190376159215
... < 100 DM,11,critical account/other credits existing,car (new),3939,... < 100 DM,1 <= ... < 4 years,1,male : single,none,2,real estate,40,none,own,2,unskilled - resident,2,no,yes,1,0,10888168305614817492
0 <= ... < 200 DM,15,existing credits paid back duly till now,education,1514,100 <= ... < 500 DM,1 <= ... < 4 years,4,male : single,guarantor,2,real estate,22,none,own,1,skilled employee/official,1,no,yes,1,0,6571088486758233622
no checking account,24,existing credits paid back duly till now,car (new),7393,... < 100 DM,1 <= ... < 4 years,1,male : single,none,4,building society savings agreement/life insurance,43,none,own,1,unskilled - resident,2,no,yes,1,0,6876527462482679384
... < 100 DM,24,all credits at this bank paid back duly,car (new),1193,... < 100 DM,unemployed,1,female : divorced/separated/married,co-applicant,4,unknown/no property,29,none,rent,2,unemployed/unskilled - non-resident,1,no,yes,0,1,6301348679379777967
